mode,query_id,query_type,case_type,run_status,used_decomposition,paper_reranking_enabled,num_subproblems_run,rank,equipment_name,normalized_equipment_name,equipment_type,best_relevance_label,max_confidence_score,num_supporting_subproblems,num_supporting_papers,aliases,measurement_outputs,explanations,match_label,match_label_raw,match_score,matched_prediction_name,matched_expected_name,original_query,source_doi,source_pdf_path,expected_must_have,expected_best_match,expected_acceptable,expected_supporting,expected_not_suitable,error
test_problem_answer_output,ebit-euv-spectrometer,specific,paper_grounded_local_candidate,completed,False,True,1,4.0,concave multilayer Mo/Si mirror,concave multilayer mo si mirror,EUV imaging optic,supporting_but_not_ideal,0.77,1.0,2.0,Mo/Si multilayer mirror | concave multilayer reflective optics,EUV images | 13.561 nm emission images | collected in-band EUV light,"This is relevant to the 13.5 nm region, but it is an imaging/collection optic rather than the main wavelength-resolving instrument. It does not by itself provide charge-state-resolved spectral measurement.",no_match,no_match,0.0,,,"I need to measure charge-state-resolved extreme-ultraviolet emission from highly charged tin ions produced in an ion trap, with wavelength resolution around the 13.5 nm region.",10.1103/PhysRevA.101.062511,data/interim/pdfs/EUV_spectroscopy_of_highly_charged_Sn13_-Sn15__ions_in_an_electron-beam_ion_trap.pdf,"flat-field grazing-incidence grating spectrometer | 1200-lines/mm flat-field, grazing-incidence grating | grazing-incidence grating spectrometer | EUV spectrometer","flat-field grazing-incidence grating spectrometer | 1200-lines/mm flat-field, grazing-incidence grating | grazing-incidence grating spectrometer | EUV spectrometer","grazing-incidence grating spectrometer | EUV spectrometer | flat-field grazing-incidence grating spectrometer | 1200-lines/mm flat-field, grazing-incidence grating",charge-coupled device sensor | Peltier-cooled CCD sensor,electron-beam ion trap | superconducting Helmholtz coils,
test_problem_answer_output,ebl-yig-py-device-fab,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,photolithography system,photolithography system,microfabrication patterning tool,best_match,0.98,1.0,1.0,photolithography,patterned device geometry | strip width and length definition,"The chunks explicitly state that the YIG/X/Pt strips were patterned by photolithography, making it the direct fabrication tool for defining the nonlocal magnon transport device structures.",supporting_but_not_ideal,supporting_but_not_ideal,1.0,photolithography system,photolithography system,Which physical fabrication tool would you use to pattern the nonlocal magnon transport device structures on ultrathin YIG with Pt and Py strips?,10.1103/PhysRevB.110.214418,data/interim/pdfs/Nonreciprocal_transport_of_thermally_generated_magnons.pdf,electron beam lithography system | electron beam lithography,electron beam lithography system | electron beam lithography,electron beam lithography | electron beam lithography system,photolithography system,lock-in amplifier | dc sputtering system,
test_problem_answer_output,ebl-yig-py-device-fab,specific,paper_grounded_local_candidate,completed,False,True,1,2.0,ion mill,ion mill,microfabrication etching tool,acceptable_alternative,0.92,1.0,1.0,ion milling | ion miller,etched device structures | completed strip pattern,"The chunk explicitly says the strips were patterned by photolithography and ion milling. Ion milling is central to turning the lithographic pattern into the final device structure, though it is not the sole pattern-definition method.",no_match,no_match,0.0,,,Which physical fabrication tool would you use to pattern the nonlocal magnon transport device structures on ultrathin YIG with Pt and Py strips?,10.1103/PhysRevB.110.214418,data/interim/pdfs/Nonreciprocal_transport_of_thermally_generated_magnons.pdf,electron beam lithography system | electron beam lithography,electron beam lithography system | electron beam lithography,electron beam lithography | electron beam lithography system,photolithography system,lock-in amplifier | dc sputtering system,
test_problem_answer_output,ebsd-quartz-thin-films,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,electron backscatter diffraction (EBSD) system on a scanning electron microscope,electron backscatter diffraction ebsd system on a scanning electron microscope,electron microscopy diffraction/orientation mapping system,best_match,0.99,1.0,1.0,EBSD | SEM-EBSD | electron back-scatter diffraction,local crystal orientation maps | misorientation maps | rotation axis/direction | grain boundary maps | orientation distribution figures,"This is explicitly identified in the chunks as the technique used to analyze spherulitic quartz thin films and to measure size, orientation, rotation, grain boundaries, misorientation angles, and rotation gradients. It directly addresses the user's need to map local crystal orientation and rotation in quartz thin films.",must_have_or_best_match,must_have,3.0,EBSD,EBSD,I need to map local crystal orientation and rotation in quartz thin films to study spherulitic growth and misorientation gradients. What instrument setup should I use?,10.1038/s41573-021-94147-y,data/interim/pdfs/Spherulitic_and_rotational_crystal_growth_of_Quartz_thin_films.pdf,electron backscatter diffraction system | EBSD,field emission scanning electron microscope with EBSD | EBSD-equipped SEM | electron backscatter diffraction system | EBSD,scanning electron microscope with electron backscatter diffraction | electron backscatter diffraction setup,field emission scanning electron microscope | SEM | FEI Nova NanoSEM,atomic force microscope | pulsed laser deposition system | x-ray reflectivity system,
test_problem_answer_output,ebsd-quartz-thin-films,specific,paper_grounded_local_candidate,completed,False,True,1,2.0,transmission electron microscope with automated crystal orientation and phase mapping / TEM-EBSD / ASTAR,transmission electron microscope with automated crystal orientation and phase mapping tem ebsd astar,transmission electron microscopy orientation mapping system,acceptable_alternative,0.72,1.0,1.0,TEM-EBSD | 3D TEM-EBSD | ASTAR | automated crystal orientation and phase mapping TEM,crystal orientation maps | inverse pole figure maps | phase maps | nano-beam diffraction patterns,"This system is explicitly used in one paper for crystal orientation and phase mapping, including nano-beam diffraction and orientation maps. It is relevant as an alternative if nanoscale mapping is needed, but the quartz thin-film paper specifically relies on EBSD and TEM-EBSD is not the main method described for the user’s stated problem.",no_match,no_match,0.0,,,I need to map local crystal orientation and rotation in quartz thin films to study spherulitic growth and misorientation gradients. What instrument setup should I use?,10.1038/s41573-021-94147-y,data/interim/pdfs/Spherulitic_and_rotational_crystal_growth_of_Quartz_thin_films.pdf,electron backscatter diffraction system | EBSD,field emission scanning electron microscope with EBSD | EBSD-equipped SEM | electron backscatter diffraction system | EBSD,scanning electron microscope with electron backscatter diffraction | electron backscatter diffraction setup,field emission scanning electron microscope | SEM | FEI Nova NanoSEM,atomic force microscope | pulsed laser deposition system | x-ray reflectivity system,
test_problem_answer_output,ebsd-quartz-thin-films,specific,paper_grounded_local_candidate,completed,False,True,1,3.0,scanning electron microscope (SEM),scanning electron microscope sem,electron microscope,supporting_but_not_ideal,0.81,1.0,1.0,SEM,high-resolution surface images | EBSD-compatible scan area,"SEM is mentioned as the platform associated with EBSD and provides the high lateral resolution needed for orientation mapping, but SEM alone does not directly provide crystallographic orientation information in this workflow.",supporting_but_not_ideal,supporting_but_not_ideal,1.0,SEM,SEM,I need to map local crystal orientation and rotation in quartz thin films to study spherulitic growth and misorientation gradients. What instrument setup should I use?,10.1038/s41573-021-94147-y,data/interim/pdfs/Spherulitic_and_rotational_crystal_growth_of_Quartz_thin_films.pdf,electron backscatter diffraction system | EBSD,field emission scanning electron microscope with EBSD | EBSD-equipped SEM | electron backscatter diffraction system | EBSD,scanning electron microscope with electron backscatter diffraction | electron backscatter diffraction setup,field emission scanning electron microscope | SEM | FEI Nova NanoSEM,atomic force microscope | pulsed laser deposition system | x-ray reflectivity system,
test_problem_answer_output,ecr-ion-source-for-sn-beam,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,vacuum arc ion source,vacuum arc ion source,ion source,best_match,0.97,1.0,1.0,vacuum-arc ion source | arc ion source,tin ion beam | ion current,"The query asks for the specific ion source setup to generate a tin ion beam. The provided chunks explicitly state that Sn ion implantation used a vacuum arc ion source, making it the clearest directly relevant physical source for producing tin ions.",supporting_but_not_ideal,supporting_but_not_ideal,1.0,vacuum arc ion source,ion source,What specific ion source setup would you choose to generate the tin ion beam used in the low-energy heavy-ion backscattering experiment?,10.1016/j.nimb.2023.165123,data/interim/pdfs/On_the_missing_single_collision_peak_in_low_energy_heavy_ion_scattering.pdf,electron cyclotron resonance ion source | ECR ion source,electron cyclotron resonance ion source | ECR ion source,ECR ion source | electron cyclotron resonance ion source,ion source,analyzing magnet | time-of-flight spectrometer | electrostatic analyser,
test_problem_answer_output,ed_biorob_control_platform,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,ED-BioRob neuromorphic robotic arm,ed biorob neuromorphic robotic arm,robotic arm platform,best_match,0.98,1.0,1.0,BioRob X5 robotic arm | ED-BioRob | 4-DoF robotic arm,joint position | motor speed/direction feedback from encoders | ground-truth position sensor readings,This is the main physical robot platform described in the paper and is exactly what a lab would need to reproduce the spike-based position control setup for a 4-DoF arm.,must_have_or_best_match,must_have,3.0,ED-BioRob neuromorphic robotic arm,ED-BioRob,A lab wants to reproduce the paper’s spike-based position control setup for a 4-DoF robotic arm and needs the main physical robot platform used in the experiments.,10.3389/fnbot.2020.590163,data/interim/pdfs/ED-BioRob__A_Neuromorphic_Robotic_Arm_With_FPGA-Based_Infrastructure_for_Bio-Inspired_Spiking_Motor_Controllers.pdf,BioRob X5 robotic arm | BioRob | ED-BioRob | Biorob-arm,BioRob X5 robotic arm | BioRob | ED-BioRob | Biorob-arm,BioRob arm | ED-BioRob robotic arm | BioRob X5 robotic arm | BioRob | ED-BioRob,robotic arm | 4-DoF robotic arm,AER-Robot board | AER-Node board | Dynap-SE platform,
test_problem_answer_output,eg-dielectric-relaxation,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,impedance spectroscopy setup,impedance spectroscopy setup,electrical dielectric characterization instrument,best_match,0.96,1.0,1.0,impedance spectroscopy | impedance spectrometer,frequency-dependent dielectric constant | dielectric loss | AC conductivity | relaxation time | transition frequency,"The chunks explicitly state that impedance spectroscopy has been used for organic electronics with EG side chains to probe dielectric properties, but also note it is limited to the megahertz regime and may not reach the transition frequency if it is higher. It is directly relevant for measuring dielectric relaxation behavior in the solid state, especially when the transition lies within the accessible frequency window.",must_have_or_best_match,must_have,3.0,impedance spectroscopy setup,impedance spectroscopy setup,I need to measure the dielectric relaxation time and transition frequency of an organic semiconductor with ethylene glycol side chains in the solid state.,10.1021/acsami.0c01417,data/interim/pdfs/How_Ethylene_Glycol_Chains_Enhance_the_Dielectric_Constant_of_Organic_Semiconductors__Molecular_Origin_and_Frequency_Dep.pdf,impedance spectroscopy setup | dielectric spectroscopy setup | impedance analyzer | LCR meter,impedance analyzer | LCR meter | dielectric spectroscopy setup | impedance spectroscopy setup,frequency-response analyzer | impedance spectrometer,time-domain reflectometry setup,UV-Vis spectrometer | X-ray diffractometer | DSC,
test_problem_answer_output,eg-dielectric-relaxation,specific,paper_grounded_local_candidate,completed,False,True,1,2.0,time domain reflectometry system,time domain reflectometry system,dielectric spectroscopy instrument,acceptable_alternative,0.71,1.0,1.0,TDR technique | time-domain reflectometry,transition frequency | dielectric relaxation behavior,"The chunks explicitly mention time domain reflectometry for measuring the transition frequency of pure liquid EGs. It is relevant to the user's goal of obtaining a dielectric transition frequency, but the evidence is for liquid EG rather than the solid-state organic semiconductor specifically.",supporting_but_not_ideal,supporting_but_not_ideal,1.0,time-domain reflectometry,time-domain reflectometry setup,I need to measure the dielectric relaxation time and transition frequency of an organic semiconductor with ethylene glycol side chains in the solid state.,10.1021/acsami.0c01417,data/interim/pdfs/How_Ethylene_Glycol_Chains_Enhance_the_Dielectric_Constant_of_Organic_Semiconductors__Molecular_Origin_and_Frequency_Dep.pdf,impedance spectroscopy setup | dielectric spectroscopy setup | impedance analyzer | LCR meter,impedance analyzer | LCR meter | dielectric spectroscopy setup | impedance spectroscopy setup,frequency-response analyzer | impedance spectrometer,time-domain reflectometry setup,UV-Vis spectrometer | X-ray diffractometer | DSC,
test_problem_answer_output,eis-proton-membrane,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,interdigitated electrode array,interdigitated electrode array,electrode measurement platform,best_match,0.99,1.0,1.0,interdigitated Pt electrodes | interdigitated electrode configuration | IDE array,sample resistance | proton conductivity,"The query explicitly asks for measurement on interdigitated electrodes. The chunks state that conductivity measurements and proton conductivity were performed using an interdigitated electrode array/configuration, making this the core physical electrode setup for the requested measurement.",no_match,no_match,0.0,,,A lab needs to measure proton conductivity and sample resistance of a hydrated protein-based membrane on interdigitated electrodes under controlled relative humidity. What instrument setup should be used?,10.1126/sciadv.abc0810,data/interim/pdfs/De_novo_rational_design_of_a_freestanding__supercharged_polypeptide__proton-conducting_membrane.pdf,electrochemical impedance spectrometer | SP-300 Biologic impedance spectrometer | SP-300 Biologic | EIS setup,SP-300 Biologic impedance spectrometer | EIS setup | electrochemical impedance spectrometer | SP-300 Biologic,Biologic SP-300 | electrochemical impedance spectroscopy setup,cyclic voltammetry-capable potentiostat,UV-visible spectrophotometer | atomic force microscope | grazing incidence x-ray diffraction instrument,
test_problem_answer_output,eis-proton-membrane,specific,paper_grounded_local_candidate,completed,False,True,1,2.0,electrochemical impedance spectroscopy setup,electrochemical impedance spectroscopy setup,electrochemical analyzer,best_match,0.98,1.0,2.0,EIS | impedance analyzer | impedance spectroscopy measurement system,Nyquist plots | membrane/sample resistance | proton conductivity,The query asks for proton conductivity and sample resistance; the chunks explicitly identify electrochemical impedance spectroscopy with an impedance analyzer as the method used to extract resistance and conductivity. This is the best-matching measurement instrument.,acceptable_alternative,acceptable_alternatives,2.0,electrochemical impedance spectroscopy setup,electrochemical impedance spectroscopy setup,A lab needs to measure proton conductivity and sample resistance of a hydrated protein-based membrane on interdigitated electrodes under controlled relative humidity. What instrument setup should be used?,10.1126/sciadv.abc0810,data/interim/pdfs/De_novo_rational_design_of_a_freestanding__supercharged_polypeptide__proton-conducting_membrane.pdf,electrochemical impedance spectrometer | SP-300 Biologic impedance spectrometer | SP-300 Biologic | EIS setup,SP-300 Biologic impedance spectrometer | EIS setup | electrochemical impedance spectrometer | SP-300 Biologic,Biologic SP-300 | electrochemical impedance spectroscopy setup,cyclic voltammetry-capable potentiostat,UV-visible spectrophotometer | atomic force microscope | grazing incidence x-ray diffraction instrument,
test_problem_answer_output,eis-proton-membrane,specific,paper_grounded_local_candidate,completed,False,True,1,3.0,humidity-controlled sample chamber,humidity controlled sample chamber,environmental measurement chamber,best_match,0.97,1.0,1.0,air-tight quartz glass tube | humidity-controlled measurement chamber | sample chamber,controlled relative humidity exposure | humidity-dependent conductivity/resistance data,"The query requires measurements under controlled relative humidity. The chunks explicitly describe an air-tight quartz glass tube/sample chamber enabling humidity control and RH variation, so this is central to the setup.",no_match,no_match,0.0,,,A lab needs to measure proton conductivity and sample resistance of a hydrated protein-based membrane on interdigitated electrodes under controlled relative humidity. What instrument setup should be used?,10.1126/sciadv.abc0810,data/interim/pdfs/De_novo_rational_design_of_a_freestanding__supercharged_polypeptide__proton-conducting_membrane.pdf,electrochemical impedance spectrometer | SP-300 Biologic impedance spectrometer | SP-300 Biologic | EIS setup,SP-300 Biologic impedance spectrometer | EIS setup | electrochemical impedance spectrometer | SP-300 Biologic,Biologic SP-300 | electrochemical impedance spectroscopy setup,cyclic voltammetry-capable potentiostat,UV-visible spectrophotometer | atomic force microscope | grazing incidence x-ray diffraction instrument,
test_problem_answer_output,eis-proton-membrane,specific,paper_grounded_local_candidate,completed,False,True,1,4.0,impedance analyzer with dielectric interface,impedance analyzer with dielectric interface,impedance measurement accessory,acceptable_alternative,0.86,1.0,1.0,Solartron SI 1496 dielectric interface | dielectric interface,low-conductivity impedance response | extended measurable resistance range,"This is not the primary instrument, but the chunks explicitly state it is added to account for expected low conductivities at low RH. It can support the required measurement, especially if the hydrated membrane has high resistance at low humidity.",no_match,no_match,0.0,,,A lab needs to measure proton conductivity and sample resistance of a hydrated protein-based membrane on interdigitated electrodes under controlled relative humidity. What instrument setup should be used?,10.1126/sciadv.abc0810,data/interim/pdfs/De_novo_rational_design_of_a_freestanding__supercharged_polypeptide__proton-conducting_membrane.pdf,electrochemical impedance spectrometer | SP-300 Biologic impedance spectrometer | SP-300 Biologic | EIS setup,SP-300 Biologic impedance spectrometer | EIS setup | electrochemical impedance spectrometer | SP-300 Biologic,Biologic SP-300 | electrochemical impedance spectroscopy setup,cyclic voltammetry-capable potentiostat,UV-visible spectrophotometer | atomic force microscope | grazing incidence x-ray diffraction instrument,
test_problem_answer_output,eis-proton-membrane,specific,paper_grounded_local_candidate,completed,False,True,1,5.0,vertical tube furnace,vertical tube furnace,temperature-control furnace,supporting_but_not_ideal,0.81,1.0,1.0,tube furnace,controlled sample temperature | stable measurement environment,"The query emphasizes controlled RH rather than temperature, but the chunks show the measurement setup is inserted into a vertical tube furnace to stabilize sample temperature. This supports the humidity-controlled conductivity setup but is not the main instrument for the query.",no_match,no_match,0.0,,,A lab needs to measure proton conductivity and sample resistance of a hydrated protein-based membrane on interdigitated electrodes under controlled relative humidity. What instrument setup should be used?,10.1126/sciadv.abc0810,data/interim/pdfs/De_novo_rational_design_of_a_freestanding__supercharged_polypeptide__proton-conducting_membrane.pdf,electrochemical impedance spectrometer | SP-300 Biologic impedance spectrometer | SP-300 Biologic | EIS setup,SP-300 Biologic impedance spectrometer | EIS setup | electrochemical impedance spectrometer | SP-300 Biologic,Biologic SP-300 | electrochemical impedance spectroscopy setup,cyclic voltammetry-capable potentiostat,UV-visible spectrophotometer | atomic force microscope | grazing incidence x-ray diffraction instrument,
test_problem_answer_output,eis_conductivity_cell,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,AC impedance spectrometer,ac impedance spectrometer,electrochemical impedance measurement instrument,best_match,0.97,1.0,4.0,impedance spectroscopic technique | complex electrical impedance setup | impedance analyzer,Nyquist plots | bulk resistance | AC conductivity | DC ionic conductivity,"The chunks explicitly state that the polymer electrolyte films were studied by AC impedance/complex electrical impedance spectroscopy and that conductivity was obtained from impedance analysis. This directly matches the need to measure ionic conductivity, and such measurements are commonly done in a two-electrode film configuration.",no_match,no_match,0.0,,,I need to measure temperature-dependent ionic conductivity of polymer electrolyte films in a through-plane two-electrode configuration.,10.1039/c9py01735f,data/interim/pdfs/Lithium_and_magnesium_polymeric_electrolytes_prepared_using_poly_glycidyl_ether_-based_polymers_with_short_grafted_chain.pdf,conductivity cell | custom made conductivity cells | through-plane two-electrode cell,intermediate temperature system | potentiostat | conductivity cell | custom made conductivity cells | through-plane two-electrode cell | ITS/Bio-Logic | Bio-Logic SP-300 potentiostat,electrochemical impedance spectroscopy setup | AC impedance measurement setup,nitrogen glove box,gel permeation chromatography system | differential scanning calorimeter | fourier transform infrared spectrophotometer,
test_problem_answer_output,eis_pa_conductivity,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,interdigital electrode impedance measurement setup,interdigital electrode impedance measurement setup,electrochemical impedance measurement setup,best_match,0.91,1.0,1.0,interdigital electrodes | impedance measurements on needle-like single crystals,impedance spectra | proton conductivity,"This is the only explicitly described physical measurement setup in the chunks that directly measures proton conductivity. Although it was used for single crystals rather than polymer membranes, impedance-based conductivity measurement with electrodes is the relevant instrument class for the user's goal.",no_match,no_match,0.0,,,"I need to measure proton conductivity of phosphoric-acid-doped polymer membranes under dry, high-temperature conditions. What instrument setup should I use?",10.1021/acsaem.0c01285,data/interim/pdfs/Highly_Stable_Membranes_of_Poly_phenylene_sulfide_benzimidazole__Cross-Linked_with_Polyhedral_Oligomeric_Silsesquioxanes.pdf,electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,Bio-Logic SP300 potentiostat with controlled environment sample holder | electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,four-electrode AC electrochemical impedance spectroscopy setup | potentiostat/impedance analyzer setup,controlled environment sample holder | potentiostat,differential scanning calorimeter | tensile testing machine | nuclear magnetic resonance spectrometer,
test_problem_answer_output,eis_pa_conductivity,specific,paper_grounded_local_candidate,completed,False,True,1,2.0,high-temperature proton exchange membrane fuel cell test setup,high temperature proton exchange membrane fuel cell test setup,fuel cell testing system,acceptable_alternative,0.71,1.0,1.0,HT-PEMFC test cell | fuel cell operating setup,cell voltage | current density | power density | operando resistance-related signals,"The chunks repeatedly describe phosphoric-acid-doped membranes being evaluated in HT-PEMFCs under dry or anhydrous conditions, which is relevant to the user's operating environment. However, this is less direct than a dedicated impedance conductivity setup and does not by itself specify the conductivity measurement instrument.",no_match,no_match,0.0,,,"I need to measure proton conductivity of phosphoric-acid-doped polymer membranes under dry, high-temperature conditions. What instrument setup should I use?",10.1021/acsaem.0c01285,data/interim/pdfs/Highly_Stable_Membranes_of_Poly_phenylene_sulfide_benzimidazole__Cross-Linked_with_Polyhedral_Oligomeric_Silsesquioxanes.pdf,electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,Bio-Logic SP300 potentiostat with controlled environment sample holder | electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,four-electrode AC electrochemical impedance spectroscopy setup | potentiostat/impedance analyzer setup,controlled environment sample holder | potentiostat,differential scanning calorimeter | tensile testing machine | nuclear magnetic resonance spectrometer,
test_problem_answer_output,eis_pa_conductivity,specific,paper_grounded_local_candidate,completed,False,True,1,3.0,X-ray CT,x ray ct,imaging system,clearly_not_suitable,0.87,1.0,1.0,X-rat CT | x-ray computed tomography,tomographic images | structural information,"Mentioned as an ex-situ/in-operando characterization tool for acid leaching, but it does not measure proton conductivity directly.",no_match,no_match,0.0,,,"I need to measure proton conductivity of phosphoric-acid-doped polymer membranes under dry, high-temperature conditions. What instrument setup should I use?",10.1021/acsaem.0c01285,data/interim/pdfs/Highly_Stable_Membranes_of_Poly_phenylene_sulfide_benzimidazole__Cross-Linked_with_Polyhedral_Oligomeric_Silsesquioxanes.pdf,electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,Bio-Logic SP300 potentiostat with controlled environment sample holder | electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,four-electrode AC electrochemical impedance spectroscopy setup | potentiostat/impedance analyzer setup,controlled environment sample holder | potentiostat,differential scanning calorimeter | tensile testing machine | nuclear magnetic resonance spectrometer,
test_problem_answer_output,eis_pa_conductivity,specific,paper_grounded_local_candidate,completed,False,True,1,4.0,Raman microscopy,raman microscopy,microscopy/spectroscopy system,clearly_not_suitable,0.84,1.0,1.0,Raman microscope,Raman spectra | chemical distribution information,"Used to study phosphoric acid migration/leaching, not proton conductivity itself.",no_match,no_match,0.0,,,"I need to measure proton conductivity of phosphoric-acid-doped polymer membranes under dry, high-temperature conditions. What instrument setup should I use?",10.1021/acsaem.0c01285,data/interim/pdfs/Highly_Stable_Membranes_of_Poly_phenylene_sulfide_benzimidazole__Cross-Linked_with_Polyhedral_Oligomeric_Silsesquioxanes.pdf,electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,Bio-Logic SP300 potentiostat with controlled environment sample holder | electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,four-electrode AC electrochemical impedance spectroscopy setup | potentiostat/impedance analyzer setup,controlled environment sample holder | potentiostat,differential scanning calorimeter | tensile testing machine | nuclear magnetic resonance spectrometer,
test_problem_answer_output,eis_pa_conductivity,specific,paper_grounded_local_candidate,completed,False,True,1,5.0,micro-XRF,micro xrf,X-ray fluorescence analyzer,clearly_not_suitable,0.83,1.0,1.0,µ-XRF | micro X-ray fluorescence,elemental maps | fluorescence spectra,"Relevant to mapping acid migration, but not to directly measuring proton conductivity.",no_match,no_match,0.0,,,"I need to measure proton conductivity of phosphoric-acid-doped polymer membranes under dry, high-temperature conditions. What instrument setup should I use?",10.1021/acsaem.0c01285,data/interim/pdfs/Highly_Stable_Membranes_of_Poly_phenylene_sulfide_benzimidazole__Cross-Linked_with_Polyhedral_Oligomeric_Silsesquioxanes.pdf,electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,Bio-Logic SP300 potentiostat with controlled environment sample holder | electrochemical impedance spectroscopy system | EIS | SP300 potentiostat,four-electrode AC electrochemical impedance spectroscopy setup | potentiostat/impedance analyzer setup,controlled environment sample holder | potentiostat,differential scanning calorimeter | tensile testing machine | nuclear magnetic resonance spectrometer,
test_problem_answer_output,eit-lpp-euv-spectrometer,specific,paper_grounded_local_candidate,completed,False,True,1,1.0,flat-field grazing-incidence grating spectrometer,flat field grazing incidence grating spectrometer,spectrometer,best_match,0.99,1.0,2.0,"flat-field, grazing-incidence grating with variable line spacing | grazing incidence spectrometer | GIS",EUV emission spectra | wavelength-calibrated charge-state-resolved spectra | spectral line positions and intensities,"This is the direct instrument used to record both the charge-state-resolved EBIT EUV spectra and the laser-produced tin plasma spectra in the Sn ion paper, making it the best match for reproducing the measurements.",must_have_or_best_match,must_have,3.0,flat-field grazing-incidence grating spectrometer,flat-field grazing-incidence grating spectrometer,"A lab wants to reproduce the EUV emission measurements in this Sn ion paper, including charge-state-resolved spectra from the EBIT and spectra from laser-produced tin plasmas. What physical spectrometer setup was used to record the EUV emission?",10.1088/1361-6455/aba3a8,data/interim/pdfs/EUV_spectroscopy_of_Sn5__-Sn10__ions_in_an_electron_beam_ion_trap_and_laser-produced_plasmas.pdf,"flat-field grazing-incidence grating spectrometer | 1200 lines/mm flat-field, grazing-incidence grating | flat-field grating spectrometer","broadband transmission grating spectrometer | flat-field grazing-incidence grating spectrometer | 1200 lines/mm flat-field, grazing-incidence grating | flat-field grating spectrometer | transmission grating spectrometer",EUV spectrometer | grating spectrometer,charge-coupled device camera | back-illuminated CCD camera,Nd:YAG laser | electron beam ion trap,
test_problem_answer_output,eit-lpp-euv-spectrometer,specific,paper_grounded_local_candidate,completed,False,True,1,2.0,transmission grating spectrometer,transmission grating spectrometer,spectrometer,acceptable_alternative,0.77,1.0,1.0,transmission grating spectrometer setup,EUV emission spectra,"This is a physical spectrometer used for EUV emission measurements in a related Sn plasma paper, but it is not the setup used in the Sn5+–Sn10+ EBIT/LPP paper that the query asks to reproduce.",must_have_or_best_match,best_match,3.0,transmission grating spectrometer,broadband transmission grating spectrometer,"A lab wants to reproduce the EUV emission measurements in this Sn ion paper, including charge-state-resolved spectra from the EBIT and spectra from laser-produced tin plasmas. What physical spectrometer setup was used to record the EUV emission?",10.1088/1361-6455/aba3a8,data/interim/pdfs/EUV_spectroscopy_of_Sn5__-Sn10__ions_in_an_electron_beam_ion_trap_and_laser-produced_plasmas.pdf,"flat-field grazing-incidence grating spectrometer | 1200 lines/mm flat-field, grazing-incidence grating | flat-field grating spectrometer","broadband transmission grating spectrometer | flat-field grazing-incidence grating spectrometer | 1200 lines/mm flat-field, grazing-incidence grating | flat-field grating spectrometer | transmission grating spectrometer",EUV spectrometer | grating spectrometer,charge-coupled device camera | back-illuminated CCD camera,Nd:YAG laser | electron beam ion trap,
test_problem_answer_output,eit-lpp-euv-spectrometer,specific,paper_grounded_local_candidate,completed,False,True,1,3.0,Peltier-cooled charge-coupled device camera,peltier cooled charge coupled device camera,detector,supporting_but_not_ideal,0.87,1.0,1.0,Peltier-cooled CCD camera | CCD camera,2D dispersed EUV detector images | spectra after extraction and calibration,"This detector is part of the spectrometer readout chain and is explicitly mentioned for the EBIT measurement setup. It does not by itself solve the EUV spectroscopy question, but it is central to reproducing the measurement.",supporting_but_not_ideal,supporting_but_not_ideal,1.0,Peltier-cooled charge-coupled device camera,charge-coupled device camera,"A lab wants to reproduce the EUV emission measurements in this Sn ion paper, including charge-state-resolved spectra from the EBIT and spectra from laser-produced tin plasmas. What physical spectrometer setup was used to record the EUV emission?",10.1088/1361-6455/aba3a8,data/interim/pdfs/EUV_spectroscopy_of_Sn5__-Sn10__ions_in_an_electron_beam_ion_trap_and_laser-produced_plasmas.pdf,"flat-field grazing-incidence grating spectrometer | 1200 lines/mm flat-field, grazing-incidence grating | flat-field grating spectrometer","broadband transmission grating spectrometer | flat-field grazing-incidence grating spectrometer | 1200 lines/mm flat-field, grazing-incidence grating | flat-field grating spectrometer | transmission grating spectrometer",EUV spectrometer | grating spectrometer,charge-coupled device camera | back-illuminated CCD camera,Nd:YAG laser | electron beam ion trap,
