query_id,query_type,best_match_label_any_rank_decomposition_no_rerank_12papers_2workers,best_match_label_any_rank_decomposition_rerank_10papers_2workers,best_match_label_any_rank_direct_no_rerank_12papers,best_match_label_any_rank_direct_rerank_10papers,best_match_label_any_rank_direct_rerank_10papers_3workers,best_match_label_any_rank_test_problem_answer_output,best_match_score_any_rank_decomposition_no_rerank_12papers_2workers,best_match_score_any_rank_decomposition_rerank_10papers_2workers,best_match_score_any_rank_direct_no_rerank_12papers,best_match_score_any_rank_direct_rerank_10papers,best_match_score_any_rank_direct_rerank_10papers_3workers,best_match_score_any_rank_test_problem_answer_output,ndcg_at_3_decomposition_no_rerank_12papers_2workers,ndcg_at_3_decomposition_rerank_10papers_2workers,ndcg_at_3_direct_no_rerank_12papers,ndcg_at_3_direct_rerank_10papers,ndcg_at_3_direct_rerank_10papers_3workers,ndcg_at_3_test_problem_answer_output,ndcg_at_5_decomposition_no_rerank_12papers_2workers,ndcg_at_5_decomposition_rerank_10papers_2workers,ndcg_at_5_direct_no_rerank_12papers,ndcg_at_5_direct_rerank_10papers,ndcg_at_5_direct_rerank_10papers_3workers,ndcg_at_5_test_problem_answer_output,num_returned_equipment_decomposition_no_rerank_12papers_2workers,num_returned_equipment_decomposition_rerank_10papers_2workers,num_returned_equipment_direct_no_rerank_12papers,num_returned_equipment_direct_rerank_10papers,num_returned_equipment_direct_rerank_10papers_3workers,num_returned_equipment_test_problem_answer_output,num_subproblems_run_decomposition_no_rerank_12papers_2workers,num_subproblems_run_decomposition_rerank_10papers_2workers,num_subproblems_run_direct_no_rerank_12papers,num_subproblems_run_direct_rerank_10papers,num_subproblems_run_direct_rerank_10papers_3workers,num_subproblems_run_test_problem_answer_output,paper_reranking_enabled_decomposition_no_rerank_12papers_2workers,paper_reranking_enabled_decomposition_rerank_10papers_2workers,paper_reranking_enabled_direct_no_rerank_12papers,paper_reranking_enabled_direct_rerank_10papers,paper_reranking_enabled_direct_rerank_10papers_3workers,paper_reranking_enabled_test_problem_answer_output,relaxed_found_anywhere_decomposition_no_rerank_12papers_2workers,relaxed_found_anywhere_decomposition_rerank_10papers_2workers,relaxed_found_anywhere_direct_no_rerank_12papers,relaxed_found_anywhere_direct_rerank_10papers,relaxed_found_anywhere_direct_rerank_10papers_3workers,relaxed_found_anywhere_test_problem_answer_output,relaxed_top1_correct_decomposition_no_rerank_12papers_2workers,relaxed_top1_correct_decomposition_rerank_10papers_2workers,relaxed_top1_correct_direct_no_rerank_12papers,relaxed_top1_correct_direct_rerank_10papers,relaxed_top1_correct_direct_rerank_10papers_3workers,relaxed_top1_correct_test_problem_answer_output,relaxed_top3_correct_decomposition_no_rerank_12papers_2workers,relaxed_top3_correct_decomposition_rerank_10papers_2workers,relaxed_top3_correct_direct_no_rerank_12papers,relaxed_top3_correct_direct_rerank_10papers,relaxed_top3_correct_direct_rerank_10papers_3workers,relaxed_top3_correct_test_problem_answer_output,run_status_decomposition_no_rerank_12papers_2workers,run_status_decomposition_rerank_10papers_2workers,run_status_direct_no_rerank_12papers,run_status_direct_rerank_10papers,run_status_direct_rerank_10papers_3workers,run_status_test_problem_answer_output,strict_found_anywhere_decomposition_no_rerank_12papers_2workers,strict_found_anywhere_decomposition_rerank_10papers_2workers,strict_found_anywhere_direct_no_rerank_12papers,strict_found_anywhere_direct_rerank_10papers,strict_found_anywhere_direct_rerank_10papers_3workers,strict_found_anywhere_test_problem_answer_output,strict_top1_correct_decomposition_no_rerank_12papers_2workers,strict_top1_correct_decomposition_rerank_10papers_2workers,strict_top1_correct_direct_no_rerank_12papers,strict_top1_correct_direct_rerank_10papers,strict_top1_correct_direct_rerank_10papers_3workers,strict_top1_correct_test_problem_answer_output,strict_top3_correct_decomposition_no_rerank_12papers_2workers,strict_top3_correct_decomposition_rerank_10papers_2workers,strict_top3_correct_direct_no_rerank_12papers,strict_top3_correct_direct_rerank_10papers,strict_top3_correct_direct_rerank_10papers_3workers,strict_top3_correct_test_problem_answer_output,top1_equipment_decomposition_no_rerank_12papers_2workers,top1_equipment_decomposition_rerank_10papers_2workers,top1_equipment_direct_no_rerank_12papers,top1_equipment_direct_rerank_10papers,top1_equipment_direct_rerank_10papers_3workers,top1_equipment_test_problem_answer_output,top1_match_label_decomposition_no_rerank_12papers_2workers,top1_match_label_decomposition_rerank_10papers_2workers,top1_match_label_direct_no_rerank_12papers,top1_match_label_direct_rerank_10papers,top1_match_label_direct_rerank_10papers_3workers,top1_match_label_test_problem_answer_output,top1_match_score_decomposition_no_rerank_12papers_2workers,top1_match_score_decomposition_rerank_10papers_2workers,top1_match_score_direct_no_rerank_12papers,top1_match_score_direct_rerank_10papers,top1_match_score_direct_rerank_10papers_3workers,top1_match_score_test_problem_answer_output,used_decomposition_decomposition_no_rerank_12papers_2workers,used_decomposition_decomposition_rerank_10papers_2workers,used_decomposition_direct_no_rerank_12papers,used_decomposition_direct_rerank_10papers,used_decomposition_direct_rerank_10papers_3workers,used_decomposition_test_problem_answer_output
eq_001,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Rubber Process Analyzer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_2dir_setup,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,optical pump–terahertz probe (OPTP) system,,,,,,no_match,,,,,,0.0,,,,,,False
eq_chip_readout_setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,logic analyzer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_cilia_rheometer,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3666495063604039,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,rotational rheometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_cpafm_afm,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,atomic force microscope (AFM) / scanning probe microscope (SPM) with conductive-AFM and KPFM capability,,,,,,no_match,,,,,,0.0,,,,,,False
eq_fet_transport,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,field-effect transistor (FET),,,,,,no_match,,,,,,0.0,,,,,,False
eq_giwaxs_perovskite_reconstruction,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.4218038672742483,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,grazing-incidence wide-angle X-ray scattering,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_nmr_119sn,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,119Sn NMR spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_raman_mapping_gradient,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,conductance mapping setup in an organic electrochemical transistor (OECT) configuration,,,,,,no_match,,,,,,0.0,,,,,,False
eq_sbt23_growth_method_setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,radio-frequency magnetron sputtering system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_setup_001,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.4448953383756435,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,SQUID magnetometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_setup_adhesion_001,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,colloidal probe atomic force microscope,,,,,,no_match,,,,,,0.0,,,,,,False
eq_setup_pl_epr_giwaxs,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,electron paramagnetic resonance spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_setup_sans_magnet,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,small-angle neutron scattering system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_sqid_crsbr,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.49720136497561807,,,,,,0.4469016960095071,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,vibrating-sample magnetometer,,,,,,acceptable_alternative,,,,,,2.0,,,,,,False
eq_stem_lsmofilm_interface,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,1.0,,,,,,0.8143044708280753,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,scanning transmission electron microscope,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_tandem_ms_vuv_photodissociation,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,1.0,,,,,,0.8539316501572934,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,synchrotron beamline coupled to a tandem mass spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
eq_trpl_streak_camera,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.2960819109658653,,,,,,0.23133008269506616,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,time-correlated single photon counting fluorescence lifetime imaging microscope (TCSPC FLIM microscope),,,,,,no_match,,,,,,0.0,,,,,,False
eq_underwater_adhesion_setup,specific,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,0.06703981800325093,,,,,,0.057573519004362674,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,Anton Paar MCR302e rheometer in tack mode,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,False
eqe-bilayer-exciton-diffusion,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,transient absorption spectroscopy setup,,,,,,no_match,,,,,,0.0,,,,,,False
eqe-ftir-001,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,AFM-IR microscope,,,,,,no_match,,,,,,0.0,,,,,,False
eqe-setup,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,EQE measurement setup with Xe lamp and monochromator,,,,,,no_match,,,,,,0.0,,,,,,False
equip_gisaxs_giwaxs_pedot_snox,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,grazing-incidence small-angle X-ray scattering,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
equip_ppms_vanderpauw_transport,specific,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,0.04884677345754634,,,,,,0.04322801383665758,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,van der Pauw measurement setup,,,,,,no_match,,,,,,0.0,,,,,,False
equip_xrd_cuponb2o6_phase,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,X-ray diffraction system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
equipment-adhesion-setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.511576141875023,,,,,,0.3697296716642629,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Instron 5333 materials testing system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
esa_tof_crosscalibration,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,electrostatic analyzer operated in time-of-flight mode,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
escrt_tube_pull_setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7462155048864012,,,,,,0.6019104956622309,,,,,,6.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,optical tweezers,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
etlp_fpga,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3666495063604039,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,field-programmable gate array,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
euv-spectrometer-setup,specific,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,0.04811027987356989,,,,,,0.046195923595201985,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,flat-field grazing-incidence spectrometer,,,,,,no_match,,,,,,0.0,,,,,,False
euv_spectrometer_setup,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,grazing-incidence spectrometer,,,,,,no_match,,,,,,0.0,,,,,,False
euv_tin_plasma_spectroscopy,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,1.0,,,,,,0.7227265726449517,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,calibrated EUV photodiode assembly with Mo/Si multilayer mirror,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
evap_au_contacts,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,interdigitated electrode PCB fabrication and ENIG metallization service,,,,,,no_match,,,,,,0.0,,,,,,False
event_based_input_sensors,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,dynamic vision sensor,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
event_camera_davis240c,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.596170973579556,,,,,,0.4308686044455565,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,event-based camera,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
excitation_spectrum_dilute_sample,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,fluorometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fasni3_xtal_phase_transition_xrd,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.40301463303053875,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,temperature-controlled single-crystal X-ray diffractometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fast_mas_dnp,process_optimization,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.5307212739772436,,,,,,0.3835663673713356,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,dynamic nuclear polarization (DNP) solid-state NMR setup,,,,,,no_match,,,,,,0.0,,,,,,False
fc-phys-observe,broad_diagnostic,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,in situ electrical instrumentation,,,,,,no_match,,,,,,0.0,,,,,,False
fc-reservoir-memory,broad_diagnostic,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,time-domain characterization instrumentation,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fc-thinfilm-dynamics,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.42050450913653914,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,conductive atomic force microscope,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fcs-on-labeled-cotA,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3666495063604039,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,fluorescence correlation spectroscopy system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
feP_highfield_magnetotransport,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.596170973579556,,,,,,0.46579097037257516,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,resistive magnet,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fe_nib_xrd,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,powder X-ray diffraction system,,,,,,no_match,,,,,,0.0,,,,,,False
fecl3_gic_xrd,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,X-ray diffraction system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fecl3_sans,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,small-angle neutron scattering (SANS) instrument,,,,,,no_match,,,,,,0.0,,,,,,False
flim-setup-01,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,FLIM microscope with total internal reflection fluorescence microscopy (TIRFM),,,,,,no_match,,,,,,0.0,,,,,,False
flim_ttrm_mmp,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.0,,,,,,0.0,,,,,,6.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,False,,,,,,completed,,,,,,True,,,,,,False,,,,,,False,,,,,,Home-built selective plane illumination microscope (sMx-SPIM),,,,,,no_match,,,,,,0.0,,,,,,False
flow_cytometer_nanoparticle_uptake,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,flow cytometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fluorescence_correction,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.2960819109658653,,,,,,0.23133008269506616,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,CCD array spectrometer,,,,,,no_match,,,,,,0.0,,,,,,False
fluxcom_ec_tower,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3666495063604039,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,eddy covariance flux tower,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fmi_analysis_display,process_optimization,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,Scanning fiber endoscope,,,,,,no_match,,,,,,0.0,,,,,,False
fmi_phantom_qc,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,composite fluorescence phantom,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
fmi_system,broad_diagnostic,must_have_or_best_match,must_have_or_best_match,no_match,must_have_or_best_match,must_have_or_best_match,,3.0,3.0,0.0,3.0,3.0,,1.0,1.0,0.0,0.4692787260227565,1.0,,0.8687949224876581,0.7414701551467148,0.0,0.3391602052736161,1.0,,17.0,17.0,2.0,4.0,6.0,,4.0,4.0,1.0,1.0,1.0,,False,True,False,True,True,,True,True,False,True,True,,True,True,False,True,True,,True,True,False,True,True,,completed,completed,completed,completed,completed,,True,True,False,True,True,,True,True,False,True,True,,True,True,False,True,True,,fluorescence molecular imaging system,fluorescence imaging system,fluorescence molecular imaging surgical system,intraoperative near-infrared fluorescence imaging system,fluorescence imaging system,,must_have_or_best_match,must_have_or_best_match,no_match,must_have_or_best_match,must_have_or_best_match,,3.0,3.0,0.0,3.0,3.0,,True,True,False,False,False,
fmols_brcs_export_demand,specific,,,,,,no_equipment_returned,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,,,,,,,no_equipment_returned,,,,,,0.0,,,,,,False
ftir_tracer_100,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.40301463303053875,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Fourier transform infrared spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
ftj-char-iv-pv-read,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,current-voltage measurement system,,,,,,no_match,,,,,,0.0,,,,,,False
furan_polyamide_thermal_mw,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,1.0,,,,,,0.8539316501572934,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,differential scanning calorimetry,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
furan_polyester_thermal_mw,process_optimization,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,1.0,,,,,,0.8687949224876581,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,gel permeation chromatography,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
furan_polymer_green_medium_screen,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,gel permeation chromatography system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
