mode,query_id,query_type,case_type,run_status,used_reranking_papers,num_subproblems_run,rank,equipment_name,normalized_equipment_name,equipment_type,best_relevance_label,max_confidence_score,num_supporting_subproblems,num_supporting_papers,aliases,measurement_outputs,explanations,match_label,match_label_raw,match_score,matched_prediction_name,matched_expected_name,original_query,source_doi,source_pdf_path,expected_must_have,expected_best_match,expected_acceptable,expected_supporting,expected_not_suitable,error
direct,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,,1.0,4.0,dynamic light scattering instrument,dynamic light scattering instrument,particle sizing instrument,supporting_but_not_ideal,0.78,1.0,2.0,DLS | dynamic light scattering,size distribution | polydispersity,"Relevant for size confirmation, but it is not suitable for morphology, deformability, or chemical identity. Also, the evidence is for suspension measurements rather than substrate-bound EVs.",no_match,no_match,0,,,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
direct,tmd_spin_valley_laser,method_selection,literature_supported_inventory_uncertain,completed,,1.0,1.0,spectrometer/camera system,spectrometer camera system,optical spectroscopy / photoluminescence detection system,best_match,0.98,1.0,1.0,spectrometer | camera system | spectrometer/camera,emission spectrum | right- and left-handed circularly polarized photoluminescence | polarization-resolved intensity,"This is the core instrument family used in the chunks to characterize photoluminescence emission. In the cited work, emitted light is passed through a quarter-wave plate and Wollaston prism into a spectrometer/camera system to measure right- and left-handed circularly polarized emission, which directly addresses circularly polarized emission and spin-valley-related optical characterization.",no_match,no_match,0,,,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,,data/interim/pdfs/Atomically_thin_transition_metal_dichalcogenide_nanolasers__Challenges_and_opportunities.pdf,polarization-resolved optical microscope | polarization microscope | polarization-resolved microscope,polarization-resolved PL setup | polarimeter | Stokes polarimetry setup | polarization-resolved optical microscope | polarization microscope | polarization-resolved microscope | PL polarimetry setup | Stokes polarimeter,confocal microscope with polarization optics | spectropolarimeter,beam profiler,SEM | AFM,
reranking_papers,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,1.0,oxygen transmission rate tester,oxygen transmission rate tester,gas barrier analyzer,best_match,0.99,1.0,2.0,OTR tester | oxygen permeability measurement system,oxygen transmission rate (OTR) | oxygen permeability / oxygen barrier performance,"The query is about poor gas barrier performance and whether the material can replace PET in packaging. Oxygen transmission rate is explicitly used in the provided chunks to evaluate barrier performance of PET-based and biobased packaging films, making this the most direct physical equipment for the gas-barrier part of the question.",no_match,no_match,0,,,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
reranking_papers,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,2.0,gas permeability measurement system,gas permeability measurement system,permeation analyzer,best_match,0.97,1.0,2.0,gas permeability tester | permeation analyzer,gas permeability | oxygen permeability | carbon dioxide permeability | nitrogen permeability,The chunks explicitly mention gas permeability measurements for packaged films and comparison of gas barrier properties against PET. This is directly relevant to deciding whether the biobased candidate can replace PET in barrier packaging.,must_have_or_best_match,must_have,3,gas permeability tester,gas permeability tester,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
reranking_papers,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,3.0,haze meter,haze meter,optical clarity analyzer,best_match,0.95,1.0,2.0,haze measurement instrument | optical haze tester,haze | optical transparency / light scattering,"The query specifically mentions haze/discoloration concerns in transparent packaging. The chunks explicitly report haze values and optical transparency for PET films, so an optical haze measurement instrument is central to assessing transparency suitability.",must_have_or_best_match,must_have,3,haze meter,haze meter,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
reranking_papers,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,4.0,UV-Vis spectrophotometer,uv vis spectrophotometer,optical instrument,acceptable_alternative,0.72,1.0,2.0,visible light transmittance meter | optical transmittance measurement system,visible light transmittance | optical transparency,"The chunks discuss visible-light transparency and negligible loss of transparency, but do not name a specific transmittance instrument. A UV-Vis-type optical system is a reasonable physical tool for assessing transparency, though less directly evidenced than gas/permeation and haze measurements.",acceptable_alternative,acceptable_alternatives,2,UV-Vis spectrophotometer,spectrophotometer,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
reranking_papers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,,1.0,1.0,optical tweezers,optical tweezers,laser-based cell manipulation system,best_match,0.98,1.0,2.0,optical trap | laser tweezers,cell trapping position | target cell separation,"The chunks explicitly state that optical tweezers enable label-free, non-contact cell separation without physical contact, which directly matches the user's need for fragile cells in a microfluidic channel.",no_match,no_match,0,,,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
reranking_papers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,,1.0,2.0,acoustophoresis microfluidic device,acoustophoresis microfluidic device,acoustic microfluidic separation system,best_match,0.96,1.0,2.0,acoustofluidic device | standing surface acoustic wave device | SSAW microfluidic device,size-based cell separation | cell routing to collection channels,"The chunks explicitly describe non-contact, label-free cell separation using acoustophoresis in microfluidic devices, which is directly relevant for gentle manipulation of fragile cells.",no_match,no_match,0,,,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
reranking_papers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,,1.0,3.0,surface acoustic wave microfluidic device,surface acoustic wave microfluidic device,acoustofluidic manipulation system,best_match,0.91,1.0,1.0,SAW-based microfluidic device | SAW device | interdigitated transducer-based acoustofluidic device,particle or cell sorting | cell separation,"The review chunk explicitly says SAW-based microfluidics are suitable for label-free pumping, sorting, and separation, which fits the user's need for non-contact manipulation in microfluidic channels.",must_have_or_best_match,best_match,3,surface acoustic wave microfluidic device,surface acoustic wave microfluidic device,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
reranking_papers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,,1.0,4.0,inertial microfluidic device,inertial microfluidic device,microfluidic separation channel,acceptable_alternative,0.84,1.0,1.0,spiral microfluidic channel | inertial focusing microchannel,cell focusing | rough sorting,"The chunks show this can perform label-free, sheathless focusing and rough sorting, but it is less directly suited than optical tweezers or acoustophoretic devices for gentle non-contact manipulation of fragile cells.",no_match,no_match,0,,,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
reranking_papers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,,1.0,5.0,microfluidic mixing probe,microfluidic mixing probe,open microfluidic patterning/mixing device,supporting_but_not_ideal,0.78,1.0,1.0,MMP | microfluidic probe | open microfluidic device,concentration gradients | spatiotemporal cell stimulation,"This is explicitly non-contact and useful for cell patterning or gradient formation, but it is not primarily a separation or washing device in a closed microfluidic channel.",no_match,no_match,0,,,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
reranking_papers,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,,1.0,1.0,atomic force microscope,atomic force microscope,microscope,best_match,0.98,1.0,1.0,AFM | atomic force microscopy,nanoscale topography | microstructure images | fibrous network morphology,"This is the only explicitly mentioned instrument in the chunks that directly images the fresh and aged grease microstructure and can resolve the fibrous thickener network at nanoscale, matching the user's need before rheology tests.",must_have_or_best_match,must_have,3,atomic force microscope,atomic force microscope,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,10.1007/s11249-024-01878-w,data/interim/pdfs/A_Coarse_Grained_Molecular_Dynamics_Model_for_the_Simulation_of_Lubricating_Greases.pdf,atomic force microscope | AFM,atomic force microscope | AFM,,,optical microscope | rheometer | DSC,
reranking_papers,antifouling_01,broad_diagnostic,,completed,,,,,,,,,,,,,,no_equipment_returned,,0,,,,,,,,,,,
reranking_papers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,,1.0,1.0,fluorescence polarization assay setup,fluorescence polarization assay setup,fluorescence-based binding instrument,best_match,0.98,1.0,1.0,FP assay | fluorescence polarization binding assay | polarization binding experiment,fluorescence polarization / millipolarization signal | binding curves and apparent affinity shifts,This is the exact assay used in the paper to measure JD-HspA1A binding and CTD competition using FITC-labeled JD. It directly reports binding and competitive displacement in the same physical setup described in the chunks.,no_match,no_match,0,,,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",10.1038/s41467-021-21147-x,data/interim/pdfs/Regulatory_inter-domain_interactions_influence_Hsp70_recruitment_to_the_DnaJB8_chaperone.pdf,fluorescence polarization reader | plate reader with polarization optics | FP reader | polarization plate reader | fluorescence anisotropy reader,fluorescence polarization reader | plate reader with polarization optics | FP reader | polarization plate reader | fluorescence anisotropy reader,multi-mode plate reader with polarization module | fluorescence anisotropy reader | fluorescence polarization reader | FP reader | polarization plate reader,qPCR instrument | standard absorbance plate reader,circular dichroism instrument | dynamic light scattering plate reader | NMR spectrometer,
reranking_papers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,,1.0,2.0,cross-linking mass spectrometry workflow,cross linking mass spectrometry workflow,mass spectrometry-based interaction mapping,supporting_but_not_ideal,0.86,1.0,1.0,XL-MS | cross-linking MS,intermolecular cross-links | contact frequency between protein regions,"The paper used XL-MS as a second method to test HspA1A-JD contacts and the inhibitory role of CTD, but it is less direct than the FP assay for the specific binding/competition question.",no_match,no_match,0,,,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",10.1038/s41467-021-21147-x,data/interim/pdfs/Regulatory_inter-domain_interactions_influence_Hsp70_recruitment_to_the_DnaJB8_chaperone.pdf,fluorescence polarization reader | plate reader with polarization optics | FP reader | polarization plate reader | fluorescence anisotropy reader,fluorescence polarization reader | plate reader with polarization optics | FP reader | polarization plate reader | fluorescence anisotropy reader,multi-mode plate reader with polarization module | fluorescence anisotropy reader | fluorescence polarization reader | FP reader | polarization plate reader,qPCR instrument | standard absorbance plate reader,circular dichroism instrument | dynamic light scattering plate reader | NMR spectrometer,
reranking_papers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,1.0,intraoperative near-infrared fluorescence imaging system,intraoperative near infrared fluorescence imaging system,intraoperative imaging system,best_match,0.97,1.0,2.0,NIR fluorescence imaging platform | intraoperative fluorescence molecular imaging (FMI) device | fluorescence-guided surgery (FGS) system,real-time fluorescence images | lesion detection | sentinel lymph node mapping | lymphangiography | tissue perfusion assessment,"This is the core hardware class directly relevant to comparing fluorescence molecular imaging platforms for surgery and interventions. The chunks explicitly describe intraoperative NIR fluorescence imaging/FMI devices used in gastrointestinal surgery, sentinel lymph node mapping, lymphangiography, and image-guided resection.",must_have_or_best_match,must_have,3,intraoperative near-infrared fluorescence imaging system,fluorescence imaging system,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
reranking_papers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,2.0,compact fluorescence and white light laparoscope imaging system,compact fluorescence and white light laparoscope imaging system,surgical imaging system,best_match,0.95,1.0,1.0,single-camera fluorescence/white-light surgical imaging system | surgical laparoscope imaging system,simultaneous reflected white-light and fluorescence images | intraoperative visualization of nerves,"This is explicit physical imaging hardware for intraoperative fluorescence-guided surgery. It includes key acquisition elements that a user would report, such as excitation source, illumination source, camera, and laparoscope coupling.",no_match,no_match,0,,,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
reranking_papers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,3.0,confocal laser endomicroscopy (CLE) system,confocal laser endomicroscopy cle system,endomicroscopy imaging system,acceptable_alternative,0.9,1.0,1.0,cCeLL | 2nd-generation confocal laser endomicroscopy platform,subcellular-resolution images | real-time margin assessment | tumor specimen accuracy,"This is a physical imaging instrument explicitly used for fluorescence imaging-guided resection and intraoperative decision-making. It is relevant to comparing surgical fluorescence platforms, though it is more specialized for margin assessment than broad fluorescence molecular imaging.",no_match,no_match,0,,,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
reranking_papers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,4.0,head-mounted fluorescence-guided surgery device,head mounted fluorescence guided surgery device,wearable imaging system,acceptable_alternative,0.76,1.0,1.0,wearable FGS device | head-mounted imaging device,real-time intraoperative images | hands-free navigation visualization,"The chunk explicitly identifies head-mounted devices for fluorescence-guided surgery and emphasizes their use in the operating room. The evidence is more general than a specific instrument description, but it is still a physical platform relevant to the query.",no_match,no_match,0,,,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
reranking_papers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,,1.0,1.0,grazing-incidence wide-angle X-ray scattering,grazing incidence wide angle x ray scattering,X-ray scattering instrument,best_match,0.98,1.0,1.0,GIWAXS | wide-angle X-ray scattering,molecular packing features | order/crystallinity/orientation information,The query asks specifically about active-layer packing; the chunks explicitly state that GIWAXS revealed molecular packing features and increase in order of molecular packing. This is the most direct physical instrument for verifying packing changes in organic solar-cell blend films.,must_have_or_best_match,must_have,3,GIWAXS,GIWAXS,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,10.1039/d0ee00714e,data/interim/pdfs/15_34__efficiency_all-small-molecule_organic_solar_cells_with_an_improved_fill_factor_enabled_by_a_fullerene_additive.pdf,grazing-incidence X-ray scattering system | GIWAXS | GISAXS | grazing incident X-ray scattering,grazing-incidence wide-angle X-ray scattering system | GIWAXS setup | grazing-incidence X-ray scattering setup | grazing-incidence X-ray scattering system | GIWAXS | GISAXS | grazing incident X-ray scattering,GISAXS setup | grazing-incidence small-angle X-ray scattering system,atomic force microscope | transmission electron microscope,cyclic voltammetry system | ellipsometer | transient photocurrent measurement setup,
reranking_papers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,,1.0,2.0,X-ray scattering,x ray scattering,X-ray scattering instrument,acceptable_alternative,0.92,1.0,1.0,in situ X-ray scattering | ex situ X-ray scattering | synchrotron X-ray scattering,morphology evolution | stacking structure | phase separation structure,"The chunks explicitly describe in situ and ex situ X-ray scattering as a way to probe morphology evolution, superior molecular stacking structure, and appropriate phase separation structure. This is highly relevant to the user's question, though GIWAXS is the more specific and directly named packing-oriented technique in the evidence.",must_have_or_best_match,must_have,3,X-ray scattering,grazing-incidence X-ray scattering system,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,10.1039/d0ee00714e,data/interim/pdfs/15_34__efficiency_all-small-molecule_organic_solar_cells_with_an_improved_fill_factor_enabled_by_a_fullerene_additive.pdf,grazing-incidence X-ray scattering system | GIWAXS | GISAXS | grazing incident X-ray scattering,grazing-incidence wide-angle X-ray scattering system | GIWAXS setup | grazing-incidence X-ray scattering setup | grazing-incidence X-ray scattering system | GIWAXS | GISAXS | grazing incident X-ray scattering,GISAXS setup | grazing-incidence small-angle X-ray scattering system,atomic force microscope | transmission electron microscope,cyclic voltammetry system | ellipsometer | transient photocurrent measurement setup,
reranking_papers,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,,1.0,1.0,Atom probe tomography system,atom probe tomography system,surface analysis / mass spectrometry imaging instrument,best_match,0.99,1.0,3.0,APT | atom probe tomography | atom probe,probability of multiple events (PME) | probability of molecular ions (PMI) | correlation histograms | ion flight times / mass-to-charge information | chemical identity | atomic-scale composition,This is the directly described technique used to reveal unusual bond-breaking and high multiple-event probabilities in crystalline chalcogenides. It is the best match for testing whether a crystalline chalcogenide shows the reported metavalent-like field evaporation behavior.,must_have_or_best_match,must_have,3,Atom probe tomography system,atom probe tomography,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",,data/interim/pdfs/Chalcogenides_by_Design__Functionality_through_Metavalent_Bonding_and_Confinement.pdf,atom probe tomography | APT | 3D atom probe,laser-assisted atom probe tomography | atom probe tomography | APT | 3D atom probe | laser APT | laser atom probe,3D atom probe | field ion microscopy | atom probe tomography | APT,transmission electron microscope | scanning electron microscope,X-ray diffractometer | differential scanning calorimeter | electrical conductivity meter,
reranking_papers,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,1.0,oxygen transmission rate tester,oxygen transmission rate tester,gas barrier analyzer,best_match,0.99,1.0,1.0,OTR measurement setup | oxygen barrier measurement system | oxygen permeability tester,oxygen transmission rate (OTR) | oxygen permeability,"The query asks for direct measurements of oxygen barrier performance to compare PEF against PET. The chunks explicitly discuss oxygen transmission rate (OTR) measurements of PEF, PET, and multilayer films, making this the most directly relevant equipment.",must_have_or_best_match,best_match,3,oxygen permeability tester,oxygen permeability tester,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,gas permeability analyzer | permeation tester | gas permeameter,oxygen permeability tester | carbon dioxide permeability tester | gas permeability analyzer | permeation tester | gas permeameter | O2 permeation tester | CO2 permeation tester,gas sorption analyzer | manometric gas permeameter,DSC | tensile tester,NIR sorter | LC-MS/MS,
reranking_papers,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,2.0,carbon dioxide permeability measurement system,carbon dioxide permeability measurement system,gas permeability analyzer,best_match,0.95,1.0,2.0,CO2 barrier test setup | CO2 transmission/permeation tester | CO2 permeability tester,CO2 solubility | CO2 diffusion coefficient | CO2 permeability,"The query specifically requires direct CO2 barrier measurements. One abstract explicitly states that CO2 solubility/diffusion coefficients were investigated, and another abstract reports experimental transport properties of carbon dioxide in PEF and related films.",must_have_or_best_match,must_have,3,CO2 transmission/permeation tester,permeation tester,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,gas permeability analyzer | permeation tester | gas permeameter,oxygen permeability tester | carbon dioxide permeability tester | gas permeability analyzer | permeation tester | gas permeameter | O2 permeation tester | CO2 permeation tester,gas sorption analyzer | manometric gas permeameter,DSC | tensile tester,NIR sorter | LC-MS/MS,
reranking_papers,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,,1.0,3.0,gas barrier permeation measurement system,gas barrier permeation measurement system,permeation analyzer,acceptable_alternative,0.74,1.0,2.0,gas permeability tester | gas transmission analyzer,gas transmission rate | permeability,"The chunks show experimental assessment of permeation performance for gas barrier properties, but do not name a single dedicated combined O2/CO2 instrument. This category is still relevant if the goal is direct barrier testing of films.",no_match,no_match,0,,,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,gas permeability analyzer | permeation tester | gas permeameter,oxygen permeability tester | carbon dioxide permeability tester | gas permeability analyzer | permeation tester | gas permeameter | O2 permeation tester | CO2 permeation tester,gas sorption analyzer | manometric gas permeameter,DSC | tensile tester,NIR sorter | LC-MS/MS,
