mode,query_id,query_type,case_type,run_status,used_decomposition,num_subproblems_run,rank,equipment_name,normalized_equipment_name,equipment_type,best_relevance_label,max_confidence_score,num_supporting_subproblems,num_supporting_papers,aliases,measurement_outputs,explanations,match_label,match_label_raw,match_score,matched_prediction_name,matched_expected_name,original_query,source_doi,source_pdf_path,expected_must_have,expected_best_match,expected_acceptable,expected_supporting,expected_not_suitable,error
direct,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,4.0,dynamic light scattering instrument,dynamic light scattering instrument,particle sizing instrument,supporting_but_not_ideal,0.78,1.0,2.0,DLS | dynamic light scattering,size distribution | polydispersity,"Relevant for size confirmation, but it is not suitable for morphology, deformability, or chemical identity. Also, the evidence is for suspension measurements rather than substrate-bound EVs.",no_match,no_match,0,,,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
direct,tmd_spin_valley_laser,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,1.0,spectrometer/camera system,spectrometer camera system,optical spectroscopy / photoluminescence detection system,best_match,0.98,1.0,1.0,spectrometer | camera system | spectrometer/camera,emission spectrum | right- and left-handed circularly polarized photoluminescence | polarization-resolved intensity,"This is the core instrument family used in the chunks to characterize photoluminescence emission. In the cited work, emitted light is passed through a quarter-wave plate and Wollaston prism into a spectrometer/camera system to measure right- and left-handed circularly polarized emission, which directly addresses circularly polarized emission and spin-valley-related optical characterization.",no_match,no_match,0,,,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,,data/interim/pdfs/Atomically_thin_transition_metal_dichalcogenide_nanolasers__Challenges_and_opportunities.pdf,polarization-resolved optical microscope | polarization microscope | polarization-resolved microscope,polarization-resolved PL setup | polarimeter | Stokes polarimetry setup | polarization-resolved optical microscope | polarization microscope | polarization-resolved microscope | PL polarimetry setup | Stokes polarimeter,confocal microscope with polarization optics | spectropolarimeter,beam profiler,SEM | AFM,
decomposition,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,1.0,uniaxial tensile testing system,uniaxial tensile testing system,mechanical testing instrument,best_match,0.98,1.0,2.0,uniaxial tensile test | tensile test | mechanical testing methods,tensile strength | elongation at break | stress-strain behavior | modulus,"The query asks whether a candidate has the mechanical properties needed for bottle and film packaging alongside PET. A uniaxial tensile testing system directly measures mechanical properties relevant to packaging performance, including strength and elongation, and is therefore the clearest match.",no_match,no_match,0,,,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
decomposition,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,2.0,gas permeability / oxygen transmission rate measurement setup,gas permeability oxygen transmission rate measurement setup,gas barrier tester,best_match,0.97,1.0,4.0,gas barrier measurements | oxygen transmission rate (OTR) setup | oxygen permeability measurement system,oxygen transmission rate (OTR) | oxygen/gas permeability coefficients | carbon dioxide permeability,"The query asks whether a biobased PET replacement meets gas barrier requirements for bottle and film packaging. Direct gas barrier testing is the core measurement needed, and the chunks explicitly report gas permeability, oxygen permeability, and oxygen transmission rate measurements on candidate biobased polyester films.",no_match,no_match,0,,,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
decomposition,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,3.0,Dynamic Mechanical Analysis instrument,dynamic mechanical analysis instrument,mechanical characterization instrument,acceptable_alternative,0.89,1.0,2.0,DMA | Dynamic Mechanical Analysis,storage modulus | loss modulus | tan delta | temperature-dependent viscoelastic behavior,"DMA is relevant for evaluating mechanical behavior of PET and PET-based packaging materials, but it is less direct than tensile testing for determining basic packaging suitability.",no_match,no_match,0,,,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
decomposition,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,4.0,Injection molding machine,injection molding machine,polymer processing equipment,supporting_but_not_ideal,0.74,1.0,1.0,injection molding | injection molded samples,molded test specimens,"Injection molding appears in the film-waste PET study as a processing method, but it does not itself answer whether the material has the needed mechanical properties. It is supportive for sample preparation rather than a direct measurement tool.",no_match,no_match,0,,,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",,data/interim/pdfs/Recommendations_for_replacing_PET_on_packaging__fiber__and_film_materials_with_biobased_counterparts.pdf,gas permeability tester | haze meter | gas transmission tester | permeation analyzer | haze tester,oxygen permeability analyzer | carbon dioxide permeability analyzer | water vapor transmission rate tester | haze meter | haze tester,permeation analyzer | gas transmission tester | spectrophotometer | gas permeability tester,DSC | polarized optical microscope,FTIR spectrometer | rheometer | HPLC,
decomposition,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,1.0,dielectrophoresis microfluidic separation system,dielectrophoresis microfluidic separation system,microfluidic cell manipulation system,best_match,0.98,1.0,1.0,DEP microfluidic device | dielectrophoresis electrodes in microfluidics | PCB-based DEP device,cell separation | cell manipulation trajectories | sorting outcome,"The chunks explicitly describe dielectrophoresis as a non-contact method for cell manipulation and separation in multichannel microfluidic devices, which directly matches the need to separate or pattern fragile cells without labels or physical contact.",no_match,no_match,0,,,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
decomposition,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,2.0,optoelectronic tweezers micro-well sorting system,optoelectronic tweezers micro well sorting system,microfluidic optical manipulation system,best_match,0.96,1.0,1.0,OET micro-well system | optoelectronic tweezers | light-guided single-cell sorting platform,single-cell trapping | sorting accuracy | cell retrieval | cell release,"The chunk explicitly states that the platform uses optoelectronic tweezers for non-contact sorting of cells and can trap, segregate, and selectively release cells, making it directly relevant to fragile-cell handling in microfluidics.",no_match,no_match,0,,,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
decomposition,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,3.0,laser-induced jetting microfluidic platform,laser induced jetting microfluidic platform,laser-assisted microfluidic sorting system,acceptable_alternative,0.91,1.0,1.0,LIJet platform | laser-induced jetting system | 532 nm nanosecond pulsed laser microfluidic sorter,cell ejection | sorting success rate | post-sorting viability,"This is explicitly a non-contact precision release system for cells, but it is more specialized for single-cell release/sorting than general separation, washing, or patterning in a channel.",no_match,no_match,0,,,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,surface acoustic wave microfluidic device | standing-wave acoustic tweezers setup | holographic acoustic tweezers setup | acoustic tweezers system | ultrasonic standing-wave microfluidic system | surface acoustic wave (SAW) microfluidic device,acoustic separation chip | ultrasound standing-wave microfluidic system,hydrodynamic microfluidic separator | dielectrophoresis microfluidic setup | magnetic tweezers microfluidic setup,optical tweezers system | centrifuge | mass spectrometer,
decomposition,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,False,1.0,1.0,scanning electron microscope,scanning electron microscope,electron microscope,best_match,0.96,1.0,1.0,SEM,microstructure images | morphology | surface/topography details,The chunks explicitly mention scanning electron microscopy for characterizing morphology and microstructure. This is the clearest specialized physical instrument relevant to nanoscale imaging of grease structure before rheology testing.,no_match,no_match,0,,,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,10.1007/s11249-024-01878-w,data/interim/pdfs/A_Coarse_Grained_Molecular_Dynamics_Model_for_the_Simulation_of_Lubricating_Greases.pdf,atomic force microscope | AFM,atomic force microscope | AFM,,,optical microscope | rheometer | DSC,
decomposition,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,False,1.0,2.0,X-ray diffractometer,x ray diffractometer,X-ray diffraction instrument,supporting_but_not_ideal,0.74,1.0,1.0,XRD,diffraction patterns | crystalline phase identification,"Explicitly mentioned, but it does not directly image grease microstructure or confirm fibrous network morphology. It is supportive for material characterization, not the best match for the user's imaging goal.",no_match,no_match,0,,,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,10.1007/s11249-024-01878-w,data/interim/pdfs/A_Coarse_Grained_Molecular_Dynamics_Model_for_the_Simulation_of_Lubricating_Greases.pdf,atomic force microscope | AFM,atomic force microscope | AFM,,,optical microscope | rheometer | DSC,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,1.0,contact angle goniometer,contact angle goniometer,surface wettability analyzer,best_match,0.98,1.0,2.0,contact angle measurement system | Young's contact angle instrument,contact angle | hydrophobicity/hydrophilicity indicator,"The query asks to characterize wettability as a surface property potentially explaining reduced fouling. The chunks explicitly mention contact angle measurements and Young’s contact angle as a key measure of surface wettability, making this the most directly suitable equipment.",supporting_but_not_ideal,supporting_but_not_ideal,1,contact angle goniometer,Contact angle goniometer,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,2.0,Quartz crystal microbalance with dissipation monitoring,quartz crystal microbalance with dissipation monitoring,surface adsorption measurement instrument,best_match,0.98,1.0,1.0,QCM-D | quartz crystal microbalance with dissipation (QCM-D),real-time protein adsorption/deposition on the coating | dissipation/viscoelastic response of the adsorbed layer,"This is directly suited to assessing whether a coating suppresses nonspecific protein adsorption because the chunks explicitly say adsorption of proteins was monitored by QCM-D. It provides direct, quantitative evidence of protein adsorption under exposure conditions.",must_have_or_best_match,must_have,3,Quartz crystal microbalance with dissipation monitoring,Quartz crystal microbalance with dissipation monitoring,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,3.0,flow cytometer,flow cytometer,cell analysis instrument,best_match,0.96,1.0,2.0,flow cytometry | flow cytometry analyzer,percentage of marker-positive cells | mean fluorescence intensity | apoptotic cell fraction,"The chunks explicitly report flow cytometry measurements of surface expression and apoptotic cells. For the query, this equipment is directly useful for checking whether reduced cell presence is due to altered cell state/viability rather than true anti-adhesion.",no_match,no_match,0,,,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,4.0,environmental scanning electron microscope,environmental scanning electron microscope,microscope,best_match,0.96,1.0,1.0,ESEM | environmental scanning electron microscope,cell attachment morphology | cell spreading on surface | surface microstructure and cell-surface interaction,Directly supports assessing whether cells attach and spread on a coating surface by imaging cell morphology and surface coverage after exposure.,supporting_but_not_ideal,supporting_but_not_ideal,1,environmental scanning electron microscope,Scanning electron microscope,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,5.0,chromium-51 release assay system,chromium 51 release assay system,cytotoxicity assay system,best_match,0.94,1.0,1.0,51Cr release assay | standard 4-h chromium release assay,target-cell lysis | percent killing | cytotoxicity level,"The query asks whether fewer cells reflect anti-adhesion or unintended cytotoxic/biocidal effects. A 51Cr release assay directly measures cytotoxicity, making it highly relevant for distinguishing killing from mere loss of adhesion.",no_match,no_match,0,,,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,6.0,immunofluorescence microscope,immunofluorescence microscope,microscope,best_match,0.87,1.0,1.0,immunofluorescence,cell attachment | cell distribution on surface | cell morphology/coverage,Explicitly used in the chunks to evaluate cell attachment and therefore relevant for determining whether cells adhere to the coating surface after exposure.,no_match,no_match,0,,,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,7.0,surface profiler,surface profiler,surface topography analyzer,acceptable_alternative,0.83,1.0,1.0,profilometer | topography measurement system,surface roughness | height profile | texture spacing,"The query includes topography as a surface property relevant to reduced fouling. The chunks explicitly discuss micron/nanometer roughness, surface texture, and ridge-like topographies. A profiler is a practical physical instrument for quantifying such topography, although the chunks do not name a specific profiler.",no_match,no_match,0,,,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,8.0,epifluorescence or fluorescence microscope,epifluorescence or fluorescence microscope,imaging instrument,acceptable_alternative,0.31,1.0,2.0,microscope | imaging microscope,cell attachment patterns | cell morphology | confluency/detachment,"Not explicitly named in the provided chunks, so evidence is weaker than for flow cytometry or cytotoxicity assays. Still, an imaging microscope is a common physical instrument for visually distinguishing adherent cells from cell death-related loss, but the chunks do not explicitly document its use here.",acceptable_alternative,acceptable_alternatives,2,microscope,Atomic force microscope,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,9.0,Atomic force microscope,atomic force microscope,surface imaging/characterization instrument,supporting_but_not_ideal,0.83,1.0,2.0,AFM | atomic force microscopy,surface topography/images | coating morphology,"AFM was explicitly used for imaging the coated surfaces, but it does not directly measure nonspecific protein adsorption as clearly as QCM-D. It is supportive evidence for surface characterization rather than the primary tool for answering the adsorption question.",acceptable_alternative,acceptable_alternatives,2,Atomic force microscope,Atomic force microscope,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,data/interim/pdfs/Recent_Developments_and_Practical_Feasibility_of_Polymer-Based_Antifouling_Coatings.pdf,Quartz crystal microbalance with dissipation monitoring | QCM-D | Quartz crystal microbalance,QCM-D | Surface plasmon resonance | Ellipsometer | Quartz crystal microbalance with dissipation monitoring | Quartz crystal microbalance,Atomic force microscope | Confocal fluorescence microscope | Protein adsorption assay setup,Contact angle goniometer | Zeta potential analyzer | Scanning electron microscope,NMR spectrometer | X-ray diffractometer | Rheometer,
decomposition,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,1.0,1.0,fluorescence polarization assay setup,fluorescence polarization assay setup,fluorescence-based binding instrument/setup,best_match,0.99,1.0,1.0,FP binding assay | fluorescence polarization (FP) | fluorescence polarization plate-based binding assay,polarization values (mP) | binding curves / apparent binding affinity | competition-induced shifts or delays in binding,This is the exact assay used in the paper to measure JD–HspA1A binding and CTD competition using FITC-labeled JD. It directly answers both whether the J-domain construct binds Hsp70 and whether CTD competes with that interaction.,no_match,no_match,0,,,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",10.1038/s41467-021-21147-x,data/interim/pdfs/Regulatory_inter-domain_interactions_influence_Hsp70_recruitment_to_the_DnaJB8_chaperone.pdf,fluorescence polarization reader | plate reader with polarization optics | FP reader | polarization plate reader | fluorescence anisotropy reader,fluorescence polarization reader | plate reader with polarization optics | FP reader | polarization plate reader | fluorescence anisotropy reader,multi-mode plate reader with polarization module | fluorescence anisotropy reader | fluorescence polarization reader | FP reader | polarization plate reader,qPCR instrument | standard absorbance plate reader,circular dichroism instrument | dynamic light scattering plate reader | NMR spectrometer,
decomposition,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,1.0,fluorescence molecular imaging systems,fluorescence molecular imaging systems,fluorescence imaging platform,best_match,0.98,1.0,3.0,FMI systems | fluorescence imaging systems | fluorescence molecular imaging platforms,"fluorescence images | performance metrics such as sensitivity, SNR, and contrast","This is the central equipment category in the query. The chunks explicitly discuss comparing and standardizing FMI systems, their device design, and performance assessment across different imaging system architectures.",must_have_or_best_match,must_have,3,FMI systems,FMI system,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
decomposition,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,2.0,fluorescence imaging system,fluorescence imaging system,imaging system,best_match,0.98,1.0,3.0,fluorescence molecular imaging system | optical fluorescence imaging system | intraoperative fluorescence imaging system,fluorescence intensity | target-background ratio | spectral response | spatial resolution | penetration depth | dynamic range,"The query is about how contrast-agent choice and signal properties affect comparison across platforms in surgical and interventional imaging. The chunks explicitly discuss comparing different fluorescence imaging systems, their calibration, and how system characteristics should be reported relative to fluorophore excitation/emission properties, making this the central relevant equipment.",must_have_or_best_match,must_have,3,fluorescence imaging system,fluorescence imaging system,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
decomposition,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,4.0,3.0,near-infrared fluorescence imaging system,near infrared fluorescence imaging system,optical imaging system,best_match,0.98,1.0,1.0,fluorescence imaging system | NIR fluorescence imaging system | fluorescence imaging platform,fluorescence signal intensity | tumor-to-background ratio | nerve-to-background ratio | nerve-to-tumor ratio | quantitative fluorescence readouts,"The query asks how surgical or interventional workflow constrains the choice and reporting of fluorescence imaging platforms. The chunks explicitly state that a compatible fluorescence imaging system must be selected based on the probe and clinical requirements, and that imaging systems and settings must be reported to enable comparability.",must_have_or_best_match,must_have,3,near-infrared fluorescence imaging system,fluorescence imaging system,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
