query_id,rag_ndcg_at_1,llm_only_ndcg_at_1,delta_llm_minus_rag_ndcg_at_1,rag_ndcg_at_3,llm_only_ndcg_at_3,delta_llm_minus_rag_ndcg_at_3,rag_ndcg_at_5,llm_only_ndcg_at_5,delta_llm_minus_rag_ndcg_at_5,rag_hit_at_1,llm_only_hit_at_1,delta_llm_minus_rag_hit_at_1,rag_hit_at_3,llm_only_hit_at_3,delta_llm_minus_rag_hit_at_3,rag_hit_at_5,llm_only_hit_at_5,delta_llm_minus_rag_hit_at_5,rag_strict_hit_at_3,llm_only_strict_hit_at_3,delta_llm_minus_rag_strict_hit_at_3,rag_must_have_recall_at_1,llm_only_must_have_recall_at_1,delta_llm_minus_rag_must_have_recall_at_1,rag_must_have_recall_at_3,llm_only_must_have_recall_at_3,delta_llm_minus_rag_must_have_recall_at_3,rag_must_have_recall_at_5,llm_only_must_have_recall_at_5,delta_llm_minus_rag_must_have_recall_at_5,rag_relevant_recall_at_3,llm_only_relevant_recall_at_3,delta_llm_minus_rag_relevant_recall_at_3,rag_relevant_recall_at_5,llm_only_relevant_recall_at_5,delta_llm_minus_rag_relevant_recall_at_5
equip_gisaxs_giwaxs_pedot_snox,1.0,1.0,0.0,0.7653606369886218,1.0,0.23463936301137822,0.5531464700081437,0.8687949224876581,0.31564845247951445,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.125,0.25,0.125,0.125,0.25,0.125
equip_ppms_vanderpauw_transport,0.42857142857142855,0.0,-0.42857142857142855,0.28110768609184367,0.0,-0.28110768609184367,0.24877235657193017,0.02950771002022834,-0.21926464655170183,True,False,-1.0,True,False,-1.0,True,False,-1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.25,0.0,-0.25
equip_xrd_cuponb2o6_phase,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
equipment-adhesion-setup,1.0,1.0,0.0,0.511576141875023,0.4692787260227565,-0.042297415852266484,0.3697296716642629,0.3391602052736161,-0.030569466390646782,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
esa_tof_crosscalibration,1.0,1.0,0.0,1.0,1.0,0.0,0.7227265726449517,0.7227265726449517,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,-0.14285714285714285,0.42857142857142855,0.2857142857142857,-0.14285714285714285,0.3,0.2,-0.09999999999999998,0.3,0.2,-0.09999999999999998
escrt_tube_pull_setup,1.0,1.0,0.0,0.7462155048864012,0.5027986350243819,-0.24341686986201927,0.6019104956622309,0.42598665558289145,-0.17592384007933942,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.2857142857142857,0.14285714285714285,-0.14285714285714285,0.42857142857142855,0.2857142857142857,-0.14285714285714285
etlp_fpga,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3666495063604039,0.3892076988487764,0.022558192488372486,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.2,0.2,0.0,0.2,0.2,0.0
euv-spectrometer-setup,0.0,0.42857142857142855,0.42857142857142855,0.04811027987356989,0.28866167924141933,0.24055139936784944,0.04619592359520199,0.277175541571212,0.23097961797601,False,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
euv_spectrometer_setup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euv_tin_plasma_spectroscopy,1.0,1.0,0.0,1.0,0.7039180890341348,-0.2960819109658652,0.7227265726449517,0.5087403079104241,-0.21398626473452753,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.5,0.3333333333333333,-0.16666666666666669,0.5,0.3333333333333333,-0.16666666666666669
evap_au_contacts,0.0,1.0,1.0,0.0,0.6296908825811814,0.6296908825811814,0.0,0.5407759310057126,0.5407759310057126,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4,0.4,0.0,0.4,0.4
event_based_input_sensors,1.0,1.0,0.0,0.7653606369886218,0.4692787260227565,-0.2960819109658653,0.5531464700081437,0.4852285551163225,-0.06791791489182114,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,-0.14285714285714285,0.2857142857142857,0.14285714285714285,-0.14285714285714285,0.2857142857142857,0.14285714285714285,-0.14285714285714285,0.2857142857142857,0.14285714285714285,-0.14285714285714285
event_camera_davis240c,,1.0,,,0.4692787260227565,,,0.3391602052736161,,,True,,,True,,,True,,,True,,,0.25,,,0.25,,,0.25,,,0.16666666666666666,,,0.16666666666666666,
excitation_spectrum_dilute_sample,1.0,1.0,0.0,0.4692787260227565,0.7653606369886218,0.2960819109658653,0.3391602052736161,0.5531464700081437,0.21398626473452753,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
fasni3_xtal_phase_transition_xrd,1.0,1.0,0.0,0.4692787260227565,0.7653606369886218,0.2960819109658653,0.3666495063604039,0.5979795890554701,0.23133008269506622,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
fast_mas_dnp,1.0,0.0,-1.0,1.0,0.0,-1.0,0.7227265726449517,0.0,-0.7227265726449517,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333
fc-phys-observe,0.0,1.0,1.0,0.0,0.7039180890341348,0.7039180890341348,0.0,0.5087403079104241,0.5087403079104241,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385
fc-reservoir-memory,1.0,1.0,0.0,0.4692787260227565,0.7653606369886218,0.2960819109658653,0.3391602052736161,0.5740133771285303,0.23485317185491417,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111
fc-thinfilm-dynamics,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.42050450913653914,0.36002711239400276,-0.06047739674253638,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,-0.08333333333333333
fcs-on-labeled-cotA,1.0,0.14285714285714285,-0.8571428571428572,0.4692787260227565,0.06703981800325093,-0.40223890801950557,0.3666495063604039,0.05237850090862913,-0.3142710054517748,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,0.0,-0.16666666666666666
feP_highfield_magnetotransport,1.0,1.0,0.0,0.596170973579556,0.4692787260227565,-0.12689224755679945,0.46579097037257516,0.3666495063604039,-0.09914146401217128,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.16666666666666666,-0.16666666666666666,0.3333333333333333,0.16666666666666666,-0.16666666666666666
fe_nib_xrd,1.0,1.0,0.0,0.4692787260227565,0.5027986350243819,0.033519909001625436,0.42180386727424835,0.4519327149366947,0.030128847662446334,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,0.25,0.25,0.0
fecl3_gic_xrd,1.0,1.0,0.0,0.4692787260227565,0.7039180890341348,0.23463936301137828,0.3391602052736161,0.5087403079104241,0.169580102636808,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.125,0.25,0.125,0.125,0.25,0.125
fecl3_sans,0.42857142857142855,0.0,-0.42857142857142855,0.2322609126342973,0.0,-0.2322609126342973,0.20554434273527256,0.0,-0.20554434273527256,True,False,-1.0,True,False,-1.0,True,False,-1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.25,0.0,-0.25
flim-setup-01,0.0,1.0,1.0,0.23463936301137825,0.5027986350243819,0.2681592720130037,0.16958010263680806,0.36338593422173154,0.19380583158492348,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.1,0.1,0.0,0.1,0.1,0.0
flim_ttrm_mmp,0.0,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.0,0.2,0.2
flow_cytometer_nanoparticle_uptake,1.0,1.0,0.0,0.7653606369886218,0.7988805459902473,0.03351990900162549,0.5531464700081437,0.5982391060766458,0.04509263606850211,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
fluorescence_correction,0.14285714285714285,1.0,0.8571428571428572,0.3631217289691162,0.4692787260227565,0.10615699705364029,0.28370858360369533,0.3666495063604039,0.08294092275670856,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.2,0.2,0.0,0.2,0.2,0.0
fluxcom_ec_tower,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3666495063604039,0.3666495063604039,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
fmi_analysis_display,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fmi_phantom_qc,1.0,0.0,-1.0,0.7653606369886218,0.0,-0.7653606369886218,0.5531464700081437,0.0,-0.5531464700081437,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.25,0.0,-0.25,0.25,0.0,-0.25,0.25,0.0,-0.25,0.1,0.0,-0.1,0.1,0.0,-0.1
fmols_brcs_export_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ftir_tracer_100,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.40301463303053875,0.40301463303053875,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0
ftj-char-iv-pv-read,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furan_polyamide_thermal_mw,1.0,1.0,0.0,1.0,1.0,0.0,0.8539316501572934,0.8539316501572934,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.23076923076923078,0.23076923076923078,0.0,0.3076923076923077,0.3076923076923077,0.0
furan_polyester_thermal_mw,1.0,1.0,0.0,1.0,1.0,0.0,0.8687949224876581,0.8687949224876581,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.23076923076923078,0.23076923076923078,0.0,0.3076923076923077,0.3076923076923077,0.0
furan_polymer_green_medium_screen,1.0,1.0,0.0,0.4692787260227565,0.511576141875023,0.042297415852266484,0.3391602052736161,0.5157980215069693,0.17663781623335317,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142
gas_phase_fluorescence,0.42857142857142855,1.0,0.5714285714285714,0.24341686986201927,0.6121358688798993,0.3687189990178801,0.17592384007933942,0.4632737656289958,0.2873499255496564,True,True,0.0,True,True,0.0,True,True,0.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.125,0.25,0.125,0.125,0.25,0.125
geH_structural_microprobe,1.0,1.0,0.0,0.5450960508766485,0.7988805459902473,0.2537844951135988,0.3939554006123783,0.5982391060766458,0.20428370546426744,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.125,0.25,0.125,0.125,0.25,0.125
geTe_ferroelectric_domain_imaging,1.0,1.0,0.0,0.541942129480027,0.688482449852666,0.1465403203726391,0.5244551632082282,0.6662670347291907,0.14181187152096253,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
ge_nc_kpfm_01,1.0,1.0,0.0,0.4692787260227565,0.6121358688798993,0.14285714285714285,0.3391602052736161,0.5050075798697692,0.16584737459615306,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111
giant_magnon_spin_conductivity_ppms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gisaxs-filmformation,1.0,0.0,-1.0,0.4692787260227565,0.0,-0.4692787260227565,0.3391602052736161,0.0,-0.3391602052736161,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,0.0,-0.16666666666666666,0.1,0.0,-0.1,0.1,0.0,-0.1
gisaxs_giwaxs_in_situ_membrane_formation,1.0,0.14285714285714285,-0.8571428571428572,0.7988805459902473,0.06703981800325093,-0.7318407279869963,0.6241688395097846,0.05237850090862913,-0.5717903386011555,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.25,0.0,-0.25,0.25,0.0,-0.25,0.25,0.0,-0.25,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,0.0,-0.16666666666666666
gisaxs_giwaxs_qd_self_assembly,1.0,1.0,0.0,0.511576141875023,0.7653606369886218,0.2537844951135988,0.3697296716642629,0.5740133771285303,0.20428370546426738,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111
giwaxs-film-packing,1.0,1.0,0.0,0.4692787260227565,0.7039180890341348,0.23463936301137828,0.40301463303053875,0.6293175145467801,0.22630288151624134,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.0,0.2,0.2,0.0
giwaxs-setup,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.36002711239400276,0.020866907120386635,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
giwaxs_in_situ_sn_perovskite,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3666495063604039,0.3666495063604039,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
giwaxs_orientation,1.0,1.0,0.0,0.688482449852666,0.541942129480027,-0.1465403203726391,0.688482449852666,0.541942129480027,-0.1465403203726391,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3333333333333333
giwaxs_pbttt_doping,1.0,1.0,0.0,0.7653606369886218,0.7653606369886218,0.0,0.5531464700081437,0.5531464700081437,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
giwaxs_phase_heterogeneity,0.0,0.0,0.0,0.2709710647400135,0.03871015210571621,-0.23226091263429727,0.23980173319115133,0.034257390455878764,-0.20554434273527256,False,False,0.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5,0.25,0.0,-0.25,0.25,0.0,-0.25
giwaxs_phase_purity_thin_films,1.0,0.14285714285714285,-0.8571428571428572,0.5450960508766485,0.39664163797074165,-0.14845441290590683,0.5167732491462516,0.4034047062918613,-0.11336854285439024,True,False,-1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
giwaxs_pteg1_doped_film,0.0,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3666495063604039,0.3666495063604039,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
giwaxs_surface_depth,1.0,1.0,0.0,0.4692787260227565,0.7653606369886218,0.2960819109658653,0.4448953383756435,0.7255930445820784,0.2806977062064349,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
gold_l3_xanes,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.40301463303053875,0.40301463303053875,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.0,0.2,0.2,0.0
gold_nucleophilic_complex_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graphene_sto_transport_setup,0.0,1.0,1.0,0.2960819109658653,1.0,0.7039180890341348,0.360054614577234,0.7227265726449517,0.3626719580677177,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.09090909090909091,0.2727272727272727,0.1818181818181818,0.18181818181818182,0.2727272727272727,0.09090909090909088
ha_chi_coacervate_rheology,1.0,1.0,0.0,0.4692787260227565,0.7462155048864012,0.2769367788636447,0.3391602052736161,0.539309774301071,0.20014956902745484,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
hafnia_superlattice_ferroelectric_test,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.40301463303053875,0.40301463303053875,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.0,0.2,0.2,0.0
hall-bar-transport-sroru3,1.0,0.0,-1.0,0.4692787260227565,0.23463936301137825,-0.23463936301137825,0.3391602052736161,0.44685352999185624,0.10769332471824011,True,False,-1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.5,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285
harmonic_hall_measurement_setup,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3666495063604039,0.3666495063604039,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
heli_dependent_photocurrent_setup,0.0,0.0,0.0,0.2960819109658653,0.23463936301137825,-0.06144254795448703,0.3451913422468693,0.16958010263680806,-0.17561123961006125,False,False,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.2,-0.2,0.2,0.2,0.0,0.4,0.2,-0.2
heterostructure_interface_cleanliness,0.0,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
hfmf-hcell-gamry,1.0,1.0,0.0,0.7653606369886218,0.7653606369886218,0.0,0.5531464700081437,0.5531464700081437,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
high_field_magneto_optics_perovskite,1.0,1.0,0.0,0.4692787260227565,0.511576141875023,0.042297415852266484,0.3666495063604039,0.39969666103112766,0.03304715467072378,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.0,0.2,0.2,0.0
hpv16-afm-nanoindentation,0.0,1.0,1.0,0.0,0.7653606369886218,0.7653606369886218,0.0,0.6366824387328317,0.6366824387328317,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25
hs-afm-fiber-growth,1.0,0.0,-1.0,0.7653606369886218,0.0,-0.7653606369886218,0.5531464700081437,0.0,-0.5531464700081437,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.2,0.0,-0.2,0.2,0.0,-0.2,0.2,0.0,-0.2,0.2,0.0,-0.2,0.2,0.0,-0.2
hs_afm_escrt3_membranes,1.0,1.0,0.0,0.4692787260227565,0.511576141875023,0.042297415852266484,0.4448953383756435,0.4849950106908485,0.040099672315205004,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
htex1_tem,1.0,1.0,0.0,0.7653606369886218,0.4692787260227565,-0.2960819109658653,0.5979795890554701,0.3666495063604039,-0.23133008269506622,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.5,0.25,-0.25,0.5,0.25,-0.25,0.4,0.2,-0.2,0.4,0.2,-0.2
